Country,Number_of_Bags,Harvest_Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Bag Weight,Colors,quality_score,Variety,Processing Method
guatemala,250,2013,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42,0.1,0,0,green,2,1219.2,1219.2,1219.2,69,green,79.42,Bourbon,Washed / Wet
guatemala,275,2014,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,79.42,0.1,1,0,green,4,1219.2,1219.2,1219.2,69,green,79.42,Other,Washed / Wet
mexico,10,2012,7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,79.42,0.13,0,0,green,30,800,800,800,1,green,79.42,Typica,Washed / Wet
cote d?ivoire,2,2016,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,79.33,0.13,1,0,bluish-green,2,200,200,200,1,bluish-green,79.33,,Washed / Wet
colombia,250,2013,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,79.33,0,0,0,green,3,1200,1200,1200,3,green,79.33,Caturra,Washed / Wet
mexico,30,2012,7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,79.33,0.14,0,0,others,23,950,950,950,1,bluish-green,79.33,Typica,Washed / Wet
mexico,50,2012,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,79.33,0.14,0,0,green,19,750,750,750,1,green,79.33,Typica,Washed / Wet
guatemala,250,2012,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,79.33,0.11,0,0,green,6,others,others,others,1,green,79.33,Bourbon,Washed / Wet
taiwan,50,2014,7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,79.25,0.11,0,0,bluish-green,0,850,850,850,20,bluish-green,79.25,Typica,Washed / Wet
mexico,12,2012,7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,79.25,0.13,0,0,green,10,1000,1000,1000,1,green,79.25,Bourbon,Washed / Wet
guatemala,50,2017,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17,0.1,0,0,green,0,1219.2,1219.2,1219.2,69,green,79.17,Bourbon,Washed / Wet
honduras,15,2017,7.58,7,6.75,6.92,7,6.92,10,10,10,7,79.17,0.11,0,0,green,5,1650,1650,1650,69,green,79.17,Catuai,Washed / Wet
guatemala,250,2016,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,79.17,0.11,0,8,green,6,1320,1320,1320,69,green,79.17,Bourbon,Washed / Wet
guatemala,275,2015,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,79.17,0.11,0,0,green,6,1300,1800,1550,69,green,79.17,Catuai,Washed / Wet
costa rica,1,2012,7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,79.17,0.1,5,0,others,20,others,others,others,2,bluish-green,79.17,Catuai,Washed / Wet
mexico,10,2012,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17,79.17,0.14,0,0,others,8,1550,1550,1550,1,bluish-green,79.17,Typica,Washed / Wet
mexico,53,2012,7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92,79.17,0.14,0,0,green,34,1450,1450,1450,1,green,79.17,Typica,Washed / Wet
mexico,250,2018,6.75,6.75,6.83,7.25,7.58,7.08,10,10,10,6.92,79.17,0.01,0,0,others,8,1200,1200,1200,6,bluish-green,79.17,Typica,Other
guatemala,50,2017,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08,0.1,0,0,green,1,1700,1700,1700,69,green,79.08,Bourbon,Washed / Wet
united states (puerto rico),18,2013,7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,79.08,0.13,0,0,green,0,853.44,853.44,853.44,5,green,79.08,Other,Washed / Wet
mexico,13,2012,7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,79.08,0.16,0,0,others,2,1500,1500,1500,1,bluish-green,79.08,Typica,Washed / Wet
mexico,10,2012,7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,79.08,0.11,0,0,green,45,1100,1100,1100,1,green,79.08,Mundo Novo,Washed / Wet
mexico,10,2012,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,79.08,0.1,0,0,bluish-green,0,1200,1200,1200,1,bluish-green,79.08,Typica,Washed / Wet
others,149,others,6.75,6.75,6.42,6.83,7.58,7.5,10,10,10,7.25,79.08,0.1,0,0,others,3,others,others,others,70,bluish-green,79.08,,Other
guatemala,250,2014,7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,79,0.12,0,0,green,3,1219.2,1219.2,1219.2,69,green,79,Other,Washed / Wet
honduras,275,2014,7,7,7,7,7,7,10,10,10,7,79,0.11,0,0,green,12,1350,1350,1350,2,green,79,Pacas,Washed / Wet
peru,280,2012,7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,7,79,0,0,0,others,4,1400,1400,1400,69,bluish-green,79,Typica,Washed / Wet
mexico,14,2012,6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7,79,0.12,0,0,others,12,1300,1300,1300,1,bluish-green,79,Mundo Novo,Natural / Dry
mexico,16,2012,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,79,0.14,3,0,green,17,1550,1550,1550,1,green,79,Typica,Semi-washed / Semi-pulped
mexico,120,2012,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,79,0.14,7,0,green,38,12,12,12,1,green,79,Typica,Washed / Wet
mexico,250,2013,7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,78.92,0.12,0,0,green,8,1300,1300,1300,1,green,78.92,Typica,Washed / Wet
mexico,14,2012,7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75,78.92,0.16,0,0,others,0,1400,1400,1400,1,bluish-green,78.92,Typica,Washed / Wet
nicaragua,1,2016,7.17,7,6.92,7,7,7,10,10,10,6.75,78.83,0.1,0,2,green,4,1100,1100,1100,1,green,78.83,Caturra,Other
united states (hawaii),11,2013,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,78.75,0.12,5,0,green,8,others,others,others,2,green,78.75,,Natural / Dry
guatemala,250,2013,7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,78.75,0.12,1,0,green,8,1310.64,1310.64,1310.64,69,green,78.75,Bourbon,Washed / Wet
mexico,20,2012,7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,78.75,0.14,0,0,green,0,1320,1320,1320,1,green,78.75,Typica,Washed / Wet
mexico,35,2012,7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,78.75,0.14,0,0,others,0,1250,1250,1250,1,bluish-green,78.75,Typica,Semi-washed / Semi-pulped
mexico,10,2012,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,7,78.75,0.12,0,0,others,0,1350,1350,1350,1,bluish-green,78.75,Bourbon,Washed / Wet
china,1,2013,7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,7.08,78.67,0,0,0,green,5,1850,1850,1850,2,green,78.67,Typica,Washed / Wet
mexico,20,2012,6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,78.67,0.13,0,0,others,2,1150,1150,1150,1,bluish-green,78.67,Caturra,Washed / Wet
nicaragua,275,2016,7.08,7,6.75,6.83,7.08,6.92,10,10,10,6.92,78.58,0.1,1,5,green,7,others,others,others,69,green,78.58,,Other
nicaragua,275,2014,6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,6.67,78.58,0.11,1,0,green,1,others,others,others,2,green,78.58,,Natural / Dry
guatemala,250,2014,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,78.58,0.12,0,0,green,3,1219.2,1219.2,1219.2,69,green,78.58,Other,Washed / Wet
taiwan,50,2013,6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,78.58,0.1,0,0,green,0,800,800,800,20,green,78.58,Typica,Washed / Wet
mexico,250,2012,7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,78.58,0.13,0,0,green,1,1400,1400,1400,1,green,78.58,Typica,Washed / Wet
mexico,50,2012,7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5,78.58,0.1,0,0,others,1,1300,1300,1300,1,bluish-green,78.58,Typica,Washed / Wet
united states (hawaii),8,others,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10,7.25,78.58,0,0,0,others,0,others,others,others,100,bluish-green,78.58,,Other
mexico,280,2014,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,78.5,0,0,0,green,0,1600,1600,1600,69,green,78.5,Bourbon,Washed / Wet
mexico,10,2012,7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,78.5,0.12,0,0,others,14,1400,1400,1400,1,bluish-green,78.5,Typica,Washed / Wet
mexico,20,2012,7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92,78.5,0.13,1,0,green,3,1200,1200,1200,1,green,78.5,Caturra,Washed / Wet
brazil,300,2014,6.83,7,6.92,7.08,6.92,6.83,10,10,10,6.83,78.42,0.12,3,0,green,4,others,others,others,60,green,78.42,Catuai,Natural / Dry
mexico,10,2012,7.58,7.17,7,7.17,7.33,7,8,10,10,7.17,78.42,0.14,0,0,others,0,1500,1500,1500,1,bluish-green,78.42,Typica,Washed / Wet
united states (hawaii),5,2014,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,7.83,78.33,0.1,0,0,bluish-green,0,others,others,others,100,bluish-green,78.33,Hawaiian Kona,Natural / Dry
guatemala,275,2014,7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,78.33,0.1,0,0,green,2,1219.2,1219.2,1219.2,69,green,78.33,Other,Washed / Wet
guatemala,250,2012,7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,78.33,0.11,1,0,green,4,1310.64,1310.64,1310.64,1,green,78.33,Bourbon,Washed / Wet
mexico,100,2012,7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,78.33,0.13,31,0,green,47,1300,1300,1300,1,green,78.33,Typica,Natural / Dry
guatemala,250,2012,7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,7,78.33,0.11,0,0,green,9,others,others,others,1,green,78.33,Bourbon,Washed / Wet
united states (hawaii),18,2014,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,78.25,0.11,2,0,green,8,others,others,others,100,green,78.25,Hawaiian Kona,Natural / Dry
united states (hawaii),5,2012,7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,7.25,78.25,0.11,4,0,green,31,others,others,others,100,green,78.25,Hawaiian Kona,Natural / Dry
indonesia,2,2016,6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,6.83,78.17,0.13,0,0,others,1,1300,1300,1300,1,bluish-green,78.17,Java,Washed / Wet
mexico,320,2012,7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75,78.08,0.11,0,0,green,3,1050,1050,1050,1,green,78.08,Typica,Washed / Wet
taiwan,8,2016,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,78,0,3,0,green,4,650,650,650,10,green,78,Yellow Bourbon,Washed / Wet
honduras,275,2014,6.83,7,6.67,7,7,6.83,10,10,10,6.67,78,0.11,2,0,green,6,1350,1350,1350,2,green,78,Pacas,Natural / Dry
united states (hawaii),5,2014,7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,7.33,78,0.12,2,0,green,3,others,others,others,100,green,78,Hawaiian Kona,Natural / Dry
guatemala,275,2014,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,78,0.1,1,0,green,2,1219.2,1219.2,1219.2,69,green,78,Other,Washed / Wet
china,16,2013,7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,7.17,78,0.1,0,0,green,28,1200,1200,1200,2,green,78,Typica,Washed / Wet
guatemala,250,2013,7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,78,0.11,3,0,green,9,1310.64,1310.64,1310.64,69,green,78,Bourbon,Washed / Wet
mexico,10,2012,7.25,7.33,7,7,7.25,7.08,10,10,8,7.08,78,0.12,2,0,green,7,850,850,850,1,green,78,Other,Washed / Wet
colombia,202,others,7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,7.08,78,0.1,1,0,green,3,others,others,others,70,green,78,,Other
costa rica,250,2014,7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,77.92,0.12,2,0,green,4,1200,1200,1200,1,green,77.92,Caturra,Washed / Wet
mexico,50,2012,7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,77.92,0.11,0,0,green,3,1248,1248,1248,1,green,77.92,Typica,Washed / Wet
guatemala,250,2012,7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,7.17,77.92,0.11,0,0,green,7,others,others,others,1,green,77.92,Bourbon,Washed / Wet
nicaragua,275,2016,7.42,7,7,7.17,7.08,7,9.33,8.67,10,7.17,77.83,0.1,0,0,bluish-green,0,1000,1000,1000,69,bluish-green,77.83,,Other
brazil,1,2014,7,6.75,6.67,6.83,7.08,6.83,10,10,10,6.67,77.83,0.11,0,0,others,2,others,others,others,5,bluish-green,77.83,,Washed / Wet
guatemala,250,2013,7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,77.83,0.11,0,0,green,2,1310.64,1310.64,1310.64,1,green,77.83,Bourbon,Washed / Wet
taiwan,100,2012,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,77.67,0.11,0,0,bluish-green,0,750,800,775,10,bluish-green,77.67,Typica,Washed / Wet
united states (hawaii),5,2013,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,77.58,0.12,1,0,green,5,others,others,others,100,green,77.58,,Natural / Dry
mexico,23,2012,7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,77.5,0.13,0,0,green,3,1300,1300,1300,1,green,77.5,Typica,Washed / Wet
guatemala,250,2013,7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,77.42,0.11,2,0,green,15,1310.64,1310.64,1310.64,1,green,77.42,Bourbon,Washed / Wet
brazil,320,2017,7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,77.33,0,0,0,green,3,890,890,890,60,green,77.33,Bourbon,Natural / Dry
guatemala,275,2014,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33,0.1,1,0,green,2,1219.2,1219.2,1219.2,69,green,77.33,Other,Washed / Wet
mexico,10,2012,7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,77.33,0.15,4,0,others,5,1500,1500,1500,1,bluish-green,77.33,Typica,Washed / Wet
haiti,1,2013,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,77.25,0.1,0,0,others,1,400,1250,825,4,bluish-green,77.25,Typica,Washed / Wet
united states (hawaii),9,2013,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,77.25,0.12,1,0,green,5,others,others,others,2,green,77.25,,Natural / Dry
mexico,10,2012,7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,77.17,0.12,1,0,green,11,1200,1200,1200,1,green,77.17,Other,Washed / Wet
peru,275,2014,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,77,0,7,0,green,9,900,1500,1200,2,green,77,Caturra,Washed / Wet
india,20,2016,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,76.83,0,0,7,green,0,others,others,others,50,green,76.83,,Natural / Dry
mexico,250,2018,6.67,6.33,6.42,6.83,7,6.92,10,10,10,6.58,76.75,0,0,0,others,0,1200,1200,1200,6,bluish-green,76.75,Typica,Other
guatemala,250,2012,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,76.5,0.12,0,0,others,4,others,others,others,2,bluish-green,76.5,Bourbon,Washed / Wet
mexico,10,2012,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,76.42,0.13,0,0,green,14,1100,1100,1100,1,green,76.42,Typica,Washed / Wet
guatemala,250,2012,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,76.33,0.11,0,0,green,8,1310.64,1310.64,1310.64,69,green,76.33,Bourbon,Washed / Wet
guatemala,250,2011,6.17,6.5,6.5,7.17,7,6.83,10,10,10,6.17,76.33,0.11,0,0,others,5,others,others,others,2,bluish-green,76.33,Bourbon,Washed / Wet
united states (hawaii),2,2014,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,76.25,0,0,0,green,0,others,others,others,100,green,76.25,Hawaiian Kona,Natural / Dry
united states (hawaii),6,2013,7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,7.5,76.17,0,0,0,bluish-green,3,others,others,others,100,bluish-green,76.17,,Natural / Dry
mexico,11,2012,7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75,76.17,0.16,2,0,others,4,1400,1400,1400,1,bluish-green,76.17,Typica,Washed / Wet
indonesia,15,2011,7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,76.17,0.12,4,0,others,26,3500,3500,3500,2,bluish-green,76.17,Other,Natural / Dry
mexico,20,2012,7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,76.08,0.12,0,0,green,12,1250,1250,1250,1,green,76.08,Bourbon,Washed / Wet
honduras,275,2014,6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,76,0.11,0,0,green,7,1350,1350,1350,2,green,76,Pacas,Natural / Dry
philippines,1,2012,6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67,75.83,0.12,0,0,green,2,1000,1000,1000,2,green,75.83,,Washed / Wet
brazil,440,2017,7.17,7,6.83,7.5,7.17,7,8,8,10,7,75.67,0.11,0,1,green,6,others,others,others,59,green,75.67,,Natural / Dry
guatemala,250,2012,7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,75.58,0.11,0,0,green,15,1310.64,1310.64,1310.64,1,green,75.58,Bourbon,Washed / Wet
guatemala,250,2012,6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,6.5,75.58,0.12,0,0,others,10,others,others,others,1,bluish-green,75.58,Bourbon,Washed / Wet
mexico,10,2012,7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83,75.5,0.11,4,0,green,20,1100,1100,1100,1,green,75.5,Pacamara,Washed / Wet
mexico,100,2012,7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58,75.17,0.11,0,0,green,20,1200,1200,1200,1,green,75.17,Mundo Novo,Washed / Wet
mexico,36,2012,7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,6.67,75.17,0.12,0,0,others,8,1100,1100,1100,1,bluish-green,75.17,Other,Washed / Wet
mexico,18,2012,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,6.75,75.17,0.13,23,0,bluish-green,29,1280,1280,1280,1,bluish-green,75.17,Typica,Washed / Wet
mexico,43,2012,7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,75,0.14,15,0,green,7,850,850,850,1,green,75,Typica,Washed / Wet
mexico,14,2012,7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42,74.92,0.17,0,0,others,6,1500,1500,1500,1,bluish-green,74.92,Typica,Washed / Wet
mexico,20,2012,7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,74.83,0.12,0,0,green,30,1250,1250,1250,1,green,74.83,Typica,Washed / Wet
guatemala,250,2012,6.75,6.5,6.17,7,7.25,6.75,8,10,10,6.33,74.75,0.11,0,0,others,8,others,others,others,1,bluish-green,74.75,Bourbon,Washed / Wet
guatemala,250,2012,6.75,6.67,6.17,7.17,7,6.58,8,10,10,6.42,74.75,0.11,0,0,others,10,others,others,others,1,bluish-green,74.75,Bourbon,Washed / Wet
mexico,275,2013,7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75,74.67,0.12,0,0,green,7,1700,1700,1700,1,green,74.67,Typica,Washed / Wet
united states (hawaii),3,2014,7.5,7.25,7,7.25,7.42,7.33,8,8.67,6.67,7.33,74.42,0,1,0,bluish-green,2,others,others,others,100,bluish-green,74.42,Hawaiian Kona,Natural / Dry
guatemala,250,2013,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,74.33,0.11,1,0,green,1,1310.64,1310.64,1310.64,69,green,74.33,Bourbon,Washed / Wet
mexico,20,2012,7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67,74.33,0.14,3,0,green,11,1140,1140,1140,1,green,74.33,Typica,Washed / Wet
mexico,100,2012,6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5,74,0.13,0,0,others,27,1200,1200,1200,1,bluish-green,74,Typica,Washed / Wet
mexico,20,2012,7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,7.08,73.83,0.12,0,0,green,19,1250,1250,1250,1,green,73.83,Typica,Washed / Wet
united states (hawaii),22,2012,7.17,7.17,7.17,7.58,7.67,6.92,9.33,6.67,6.67,7.33,73.67,0,9,0,others,17,others,others,others,100,bluish-green,73.67,Hawaiian Kona,Natural / Dry
brazil,300,2016,7.25,6.58,6.58,7,7,6.42,8,8,10,6.67,73.5,0.11,0,1,green,0,others,others,others,60,green,73.5,,Other
honduras,275,2014,7,7.17,6.83,7.17,7,7.17,8,8,8,7.08,73.42,0.11,1,0,green,16,1350,1350,1350,2,green,73.42,Pacas,Washed / Wet
mexico,280,2014,7.08,7.08,6.92,7.08,6.92,6.92,8,8,8,6.92,72.92,0,1,0,others,1,1200,1200,1200,69,bluish-green,72.92,Typica,Washed / Wet
colombia,1,2013,8,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33,72.83,0,0,0,bluish-green,15,others,others,others,5,bluish-green,72.83,,Natural / Dry
united states (hawaii),11,2014,6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,6.92,72.58,0.11,5,0,green,9,others,others,others,100,green,72.58,Hawaiian Kona,Natural / Dry
haiti,85,2010,6.92,6.75,7.08,7.17,7.33,6.67,10,5.33,8.67,6.42,72.33,0.08,1,0,others,0,640,1400,1020,130,bluish-green,72.33,,Other
costa rica,250,2014,6.33,6.5,6.33,6.83,6.33,6.5,10,6.67,10,6.25,71.75,0.11,0,0,green,7,1200,1200,1200,1,green,71.75,Caturra,Washed / Wet
mexico,10,2012,6.92,6.92,6.92,6.92,7.17,7,10,2.67,10,6.58,71.08,0.12,4,0,green,24,800,800,800,1,green,71.08,Mundo Novo,Washed / Wet
mexico,25,2012,6.5,6.67,6.42,7.17,7.33,6.5,8,6,10,6.42,71,0.11,0,0,green,0,1800,1800,1800,1,green,71,Bourbon,Washed / Wet
mexico,280,2014,6.92,7,6.83,6.92,7.42,6.92,6,6,10,6.75,70.75,0.12,0,0,green,1,1000,1000,1000,2,green,70.75,Typica,Washed / Wet
brazil,305,2017,7,7,6.83,7,7.33,6.83,6,6,10,6.67,70.67,0.11,0,1,green,55,others,others,others,59,green,70.67,,Natural / Dry
honduras,275,2014,6.67,6.5,6.17,6.67,6.83,6.17,8,8,8,6.33,69.33,0.1,0,0,green,4,1450,1450,1450,1,green,69.33,Catuai,Washed / Wet
honduras,275,2014,7,6.17,6.17,6.67,6.5,6.17,8,8,8,6.5,69.17,0.1,0,0,green,3,1450,1450,1450,1,green,69.17,Catuai,Washed / Wet
honduras,275,2014,7,6.33,6.17,6.5,6.67,6.17,8,8,8,6.33,69.17,0.1,0,0,green,4,1450,1450,1450,1,green,69.17,Catuai,Washed / Wet
mexico,12,2012,7.08,6.83,6.25,7.42,7.25,6.75,10,0,10,6.75,68.33,0.11,0,0,others,20,900,900,900,1,bluish-green,68.33,Bourbon,Washed / Wet
haiti,1,2012,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6,6,6.42,67.92,0.14,8,0,bluish-green,16,350,350,350,2,bluish-green,67.92,Typica,Natural / Dry
nicaragua,550,2016,7.25,6.58,6.33,6.25,6.42,6.08,6,6,6,6.17,63.08,0.13,1,0,green,5,1100,1100,1100,69,green,63.08,Caturra,Other
guatemala,275,2012,7.5,6.67,6.67,7.67,7.33,6.67,8,1.33,1.33,6.67,59.83,0.1,0,0,green,4,1417.32,1417.32,1417.32,1,green,59.83,Catuai,Washed / Wet
